account_id,customer_id,account_type,creation_date,account_status,balance,loan_amount,term_months,interest_rate
0f0cb9c8-5d36-42e4-9c54-9a831c46b17a,29e1adfa-15e1-4685-bdda-77a76b1b5f67,Loan,2025-08-24,Active,36984.94,55477.42,12.0,22.9
28c06604-18f9-4517-9005-1ac99b2a7518,29e1adfa-15e1-4685-bdda-77a76b1b5f67,FixedDeposit,2025-08-15,Active,98072.85,0.0,36.0,4.2
c18071d0-df9b-401a-a620-251de0254c6a,29e1adfa-15e1-4685-bdda-77a76b1b5f67,FixedDeposit,2024-02-23,Inactive,0.0,0.0,12.0,5.3
d18a39e8-5da2-42e7-9e43-3728875c7a7a,b4b4b06b-f5f3-40fa-81a6-2d0a89855381,Savings,2023-03-09,Active,266285.59,0.0,0.0,0.0
22714cff-6c01-4957-92d9-6316f1d357d1,b4b4b06b-f5f3-40fa-81a6-2d0a89855381,FixedDeposit,2023-04-29,Inactive,0.0,0.0,24.0,4.8
da655156-0a4e-4485-8152-abdb536d8c0e,32992fb7-2b62-4f94-bb9b-8a9d8d82db8f,Savings,2025-04-30,Active,64745.48,0.0,0.0,0.0
40ebca2e-c268-4633-8ae5-0c8582f04ac9,32992fb7-2b62-4f94-bb9b-8a9d8d82db8f,Loan,2025-08-05,Active,10448.31,11754.35,36.0,19.3
af47b179-3449-45e3-a32f-c18e38d9d4f0,32992fb7-2b62-4f94-bb9b-8a9d8d82db8f,Loan,2025-10-04,Active,16131.08,17079.96,36.0,15.5
88b4d444-7f27-4854-8ab4-ca8acfdfb6f1,5145b2a8-b34f-4e20-9e03-27b4793df5f9,Savings,2020-06-26,Active,305756.87,0.0,0.0,0.0
d072af7e-cb72-465f-bcd8-9d8f58165eb1,5145b2a8-b34f-4e20-9e03-27b4793df5f9,FixedDeposit,2021-05-08,Inactive,0.0,0.0,36.0,1.4
476f2023-60d6-40f9-886d-23b2b474217c,5145b2a8-b34f-4e20-9e03-27b4793df5f9,FixedDeposit,2025-05-19,Active,2977.41,0.0,36.0,4.2
381a6a2b-bfae-4c91-b90b-1d7e622d7cb6,4d023c48-23e3-4783-8fa2-318cb3d43c0d,Savings,2021-08-05,Active,99562.63,0.0,0.0,0.0
6bef9692-ebd5-4add-b127-308688e3947b,4d023c48-23e3-4783-8fa2-318cb3d43c0d,Loan,2024-03-05,Active,10886.75,17189.75,60.0,23.9
154f2751-8c15-4f32-9c07-30cd18477efd,4d023c48-23e3-4783-8fa2-318cb3d43c0d,Loan,2023-05-17,Inactive,0.0,48323.31,12.0,18.6
49cbf27e-d9cc-44f6-905e-e83e58709076,4d023c48-23e3-4783-8fa2-318cb3d43c0d,FixedDeposit,2025-11-14,Active,95383.52,0.0,12.0,4.8
2587f2da-671b-493f-8617-4983c7e00279,ab037001-ee92-4756-a5d0-86e775b34910,Savings,2023-06-06,Active,561654.47,0.0,0.0,0.0
1489d06b-0ea8-46a4-9ebf-a15502b065ef,ab037001-ee92-4756-a5d0-86e775b34910,FixedDeposit,2023-12-20,Inactive,0.0,0.0,3.0,4.5
ce5c1bfa-49e1-4684-98a5-2bc5a03278f4,65423bfc-af9a-4324-b3bb-d7fe6eee7abf,Savings,2021-11-23,Active,244022.84,0.0,0.0,0.0
41181382-4834-42f9-baab-120c1d2baca6,65423bfc-af9a-4324-b3bb-d7fe6eee7abf,Loan,2025-06-17,Active,15869.59,21159.49,24.0,7.1
cf353285-9522-4366-a892-2198ed9ff3df,65423bfc-af9a-4324-b3bb-d7fe6eee7abf,Loan,2024-10-20,Inactive,0.0,21843.31,12.0,20.1
bd996bca-49d8-4628-ae72-434245accfaf,8ce818f3-74d3-485a-a880-31f78a209152,Savings,2023-08-06,Active,190524.66,0.0,0.0,0.0
99006495-1ed2-4bca-8c39-cebfdb49834f,8ce818f3-74d3-485a-a880-31f78a209152,Loan,2025-01-28,Active,24830.48,30404.73,60.0,20.5
d876d25f-a5a1-40e6-9678-b7c3c2eea151,8ce818f3-74d3-485a-a880-31f78a209152,Loan,2023-12-11,Active,12364.07,40464.32,36.0,17.9
1c8b0a04-c4cb-4056-a989-d7eca815dd4d,42274652-cd72-4dda-b350-134f64209e99,Savings,2022-05-28,Active,213011.41,0.0,0.0,0.0
562a0480-a3bc-47e1-961f-9a67f3e1a91b,42274652-cd72-4dda-b350-134f64209e99,Loan,2023-03-27,Active,4380.01,14016.01,48.0,10.2
a03681e1-250e-4898-b517-c301a186422b,42274652-cd72-4dda-b350-134f64209e99,FixedDeposit,2024-08-15,Active,55297.0,0.0,36.0,4.7
2ac0e355-a3c5-4e02-a749-2467e370c014,42274652-cd72-4dda-b350-134f64209e99,FixedDeposit,2023-08-07,Inactive,0.0,0.0,3.0,4.5
8a83e03a-85e6-4b10-8a90-fdf0ced24cc4,42274652-cd72-4dda-b350-134f64209e99,FixedDeposit,2023-12-22,Inactive,0.0,0.0,24.0,4.8
3cfce172-9b6f-453b-bf9d-4663859d3b66,4d67ee67-fd72-4aa2-a37c-b0ee14feaf41,Savings,2024-07-25,Active,137237.31,0.0,0.0,0.0
2fb70877-bc32-4f0b-9b5e-85af6deaea68,4d67ee67-fd72-4aa2-a37c-b0ee14feaf41,FixedDeposit,2025-04-29,Inactive,0.0,0.0,3.0,4.2
7b3083f9-250f-4e00-96d9-44b541be96e2,4d67ee67-fd72-4aa2-a37c-b0ee14feaf41,FixedDeposit,2025-01-12,Active,87375.59,0.0,12.0,4.8
f30a58b7-8f20-44bf-95d5-db589faa2532,5462782c-ddd2-429b-b75c-72dfc38b48ae,Savings,2025-06-17,Active,24745.46,0.0,0.0,0.0
186e670f-aeeb-4446-ba04-d773f4292e2c,5462782c-ddd2-429b-b75c-72dfc38b48ae,FixedDeposit,2025-07-07,Active,49693.68,0.0,36.0,4.2
11fb35ab-1cc5-44cf-a0d3-7f6d46c777dd,5462782c-ddd2-429b-b75c-72dfc38b48ae,FixedDeposit,2025-09-18,Active,5106.11,0.0,12.0,4.8
07a18c9f-f374-465b-83f8-1912256c1d0e,5462782c-ddd2-429b-b75c-72dfc38b48ae,FixedDeposit,2025-09-05,Active,47157.73,0.0,6.0,4.5
fd05aad8-9a67-4347-b066-82a38b35fb7b,e448c5be-744b-45bf-ac97-6ebc9394f9eb,Savings,2024-05-08,Active,279090.48,0.0,0.0,0.0
041bc6d1-427c-45b1-a93e-2bdd52cac2c0,e448c5be-744b-45bf-ac97-6ebc9394f9eb,Loan,2024-06-07,Active,6720.22,14231.11,36.0,13.4
a5fe8142-bdc8-4a2b-879e-d43928173877,e448c5be-744b-45bf-ac97-6ebc9394f9eb,FixedDeposit,2024-08-25,Inactive,0.0,0.0,6.0,5.1
66d5b119-3f45-49c0-9351-2396322e7fcd,86ce0e19-5eac-4ba5-8c90-c033c7fd056b,Savings,2023-07-19,Active,224288.98,0.0,0.0,0.0
54d0f3f7-5321-4a40-9ae2-90cc6831ed32,f2509c99-029f-4da2-9fa7-dfe8709e1735,Savings,2025-05-27,Active,36573.97,0.0,0.0,0.0
008eb841-63da-485e-90b2-28446755a251,2d9977a7-73a4-4fcf-9258-870ce8c57eef,Savings,2024-04-24,Active,116407.85,0.0,0.0,0.0
f7e6e0a3-32cf-40fa-9dba-821f4f3a4fb7,2d9977a7-73a4-4fcf-9258-870ce8c57eef,FixedDeposit,2024-06-08,Inactive,0.0,0.0,6.0,5.1
b4bfdb1d-55fb-4dab-a589-fcced73c1339,2d9977a7-73a4-4fcf-9258-870ce8c57eef,FixedDeposit,2024-08-12,Active,42199.68,0.0,24.0,5.0
37b2b313-5ea8-4d9b-8439-56f1300bfbd8,2d9977a7-73a4-4fcf-9258-870ce8c57eef,FixedDeposit,2024-10-12,Inactive,0.0,0.0,3.0,4.8
5c5dc04e-af08-4585-adc9-578e2b13e02c,2ad9e481-4da0-46d6-b091-5a31d47b79b4,Savings,2021-02-28,Active,423842.4,0.0,0.0,0.0
7bd17f78-b811-4f1c-be44-e73294731ac0,2ad9e481-4da0-46d6-b091-5a31d47b79b4,Loan,2022-08-13,Active,1715.67,11765.18,48.0,11.0
2e8ca1a9-36ba-46b1-8bfb-da8332526f53,2ad9e481-4da0-46d6-b091-5a31d47b79b4,Loan,2022-03-23,Active,6508.94,26034.89,60.0,6.7
a13abceb-a786-4489-bef4-ea3bcfa01e78,2ad9e481-4da0-46d6-b091-5a31d47b79b4,FixedDeposit,2023-12-01,Inactive,0.0,0.0,3.0,4.5
3847dadb-09ab-4fe4-bfa9-c31e837afd0e,5d86e682-2c99-4fb2-b207-9ac1999b3b39,Savings,2024-09-25,Active,90741.31,0.0,0.0,0.0
3f726458-c93f-4de1-88c5-95cd44f2a792,5d86e682-2c99-4fb2-b207-9ac1999b3b39,Loan,2025-06-29,Active,16739.32,19130.68,48.0,16.1
6b4876f8-62c0-414b-b085-ca31982b2bee,5d86e682-2c99-4fb2-b207-9ac1999b3b39,Loan,2025-03-13,Active,4541.97,18167.79,12.0,14.6
b7f34468-9ef0-4ea5-84ff-b1bd216b236e,5d86e682-2c99-4fb2-b207-9ac1999b3b39,FixedDeposit,2025-11-25,Active,90505.71,0.0,6.0,4.5
40453296-3ef3-42f9-a9a2-50328942dd54,28f5f699-63d7-4067-9aa7-6c8bb56a8d54,Savings,2025-04-10,Active,56793.06,0.0,0.0,0.0
98f401ea-2981-46ca-965e-18f65f37bbcf,28f5f699-63d7-4067-9aa7-6c8bb56a8d54,FixedDeposit,2025-08-03,Active,39384.45,0.0,24.0,4.5
79ef1d16-eaae-467d-85a2-4227ef1fecd3,28f5f699-63d7-4067-9aa7-6c8bb56a8d54,FixedDeposit,2025-11-02,Active,15516.43,0.0,12.0,4.8
6359d8ed-fe2d-41ce-8d2e-d23a1876b358,88fd1f10-d022-487f-aa2b-a4fe54f7191a,Savings,2020-08-10,Active,287477.62,0.0,0.0,0.0
305c164c-e172-4785-8689-7ce91d1c61f8,88fd1f10-d022-487f-aa2b-a4fe54f7191a,Loan,2024-09-21,Active,7359.13,19624.18,24.0,20.1
3eba027f-e467-4459-a013-b8bcdde89973,6e1dcf88-fcb3-446d-ad88-a80f5d16b100,Savings,2022-04-27,Active,297068.93,0.0,0.0,0.0
a66ae7cb-313f-4f59-a1cf-a7a69298c0a7,6e1dcf88-fcb3-446d-ad88-a80f5d16b100,Loan,2024-12-08,Inactive,0.0,6895.33,12.0,22.9
060faaea-a0d1-4b23-a141-3c2f523b11ba,6e1dcf88-fcb3-446d-ad88-a80f5d16b100,FixedDeposit,2023-12-29,Inactive,0.0,0.0,6.0,5.0
23d81c7b-6216-40db-8087-e8a991bbf17f,0b380004-e297-4530-b9cc-7ec7c2671aa4,Savings,2024-03-23,Active,103619.8,0.0,0.0,0.0
dc04de2a-c5f4-44fb-9928-9c9fc0152e10,0b380004-e297-4530-b9cc-7ec7c2671aa4,Loan,2024-04-12,Active,37785.83,56678.63,60.0,22.9
f21f1ef6-0721-4440-aae3-f52ee4621a0a,0b380004-e297-4530-b9cc-7ec7c2671aa4,Loan,2024-11-17,Inactive,0.0,21737.0,12.0,14.9
5ead8939-053a-4ed2-8c94-e90d3ec88d57,0b380004-e297-4530-b9cc-7ec7c2671aa4,FixedDeposit,2024-07-18,Inactive,0.0,0.0,6.0,5.1
8d48c17d-5a81-4208-baba-caafd56716c9,a13d9a3f-15aa-4226-82e6-1be95617ce11,Savings,2023-08-26,Active,285801.94,0.0,0.0,0.0
2c760935-09b6-42a1-ac79-6bfd758058da,a13d9a3f-15aa-4226-82e6-1be95617ce11,FixedDeposit,2024-02-03,Inactive,0.0,0.0,6.0,5.1
be11f912-777d-442a-a2f7-e0820cd4b6de,a13d9a3f-15aa-4226-82e6-1be95617ce11,FixedDeposit,2024-06-23,Inactive,0.0,0.0,6.0,5.1
9cbe36cf-6cad-4126-8431-dec1759350a7,a13d9a3f-15aa-4226-82e6-1be95617ce11,FixedDeposit,2024-11-08,Inactive,0.0,0.0,12.0,5.3
1cba578f-4de4-4195-9c66-96e61d7a31ce,6abcdf3a-b28d-48e3-98b5-47b735656d7f,Savings,2023-11-24,Active,115508.31,0.0,0.0,0.0
42ed22d1-955f-4283-805a-a14b8958e1ee,6abcdf3a-b28d-48e3-98b5-47b735656d7f,Loan,2024-04-23,Inactive,0.0,10681.54,12.0,8.5
4049ddeb-ac4a-4fd3-b587-f99ae563e9f2,6abcdf3a-b28d-48e3-98b5-47b735656d7f,FixedDeposit,2025-03-23,Active,44850.03,0.0,36.0,4.2
8f8bfd42-651d-41a7-9e08-775a85a6c84d,6abcdf3a-b28d-48e3-98b5-47b735656d7f,FixedDeposit,2024-08-20,Inactive,0.0,0.0,12.0,5.3
d965b2c0-9b7e-4495-953a-811ab7d62e78,3ceffc2d-ca21-4728-8fe2-d7330800545d,Savings,2021-07-29,Active,236789.2,0.0,0.0,0.0
148e63a1-c870-40a7-8e92-54251bf7f2a1,3ceffc2d-ca21-4728-8fe2-d7330800545d,Loan,2023-08-06,Inactive,0.0,4299.32,24.0,7.2
a349195c-3efa-43bf-8675-1e3e42986a5b,3ceffc2d-ca21-4728-8fe2-d7330800545d,Loan,2022-03-11,Active,482.64,11580.14,48.0,16.4
56f12565-784a-4bf0-95a8-23c0cfaeda1e,3ceffc2d-ca21-4728-8fe2-d7330800545d,FixedDeposit,2024-01-21,Inactive,0.0,0.0,12.0,5.3
a8f2f6a8-0470-446b-ad5e-301e79280473,3ceffc2d-ca21-4728-8fe2-d7330800545d,FixedDeposit,2022-07-07,Inactive,0.0,0.0,12.0,2.8
392ac1c8-66bd-4ecf-91f1-2f2f8dae6311,081cb3b7-07a5-47e3-ba40-3c584667498f,Savings,2020-06-23,Active,768696.85,0.0,0.0,0.0
0a1834b8-10bf-4260-aed6-ff0033cf22da,081cb3b7-07a5-47e3-ba40-3c584667498f,Loan,2023-07-16,Active,13423.37,69034.35,36.0,14.7
9aa31eb6-2680-4118-956f-b5a8134c1ebf,081cb3b7-07a5-47e3-ba40-3c584667498f,Loan,2025-10-11,Active,53321.65,56458.21,36.0,18.6
f6e453b4-7a99-48f7-8276-59c4adca5fef,fa6caa51-aa5b-4c06-9822-665356e76ed1,Savings,2021-01-13,Active,350663.16,0.0,0.0,0.0
3aa5dce7-773b-4972-a0cd-37a5ec4d6032,b58ae460-63a9-43d4-9be9-23b023a9a55e,Savings,2020-09-15,Active,173582.94,0.0,0.0,0.0
ec87b9fd-4643-464c-b812-2c249117b328,b58ae460-63a9-43d4-9be9-23b023a9a55e,Loan,2020-12-01,Inactive,0.0,18783.08,24.0,15.4
60fc766b-2658-433b-af5f-5088d828f6c5,b58ae460-63a9-43d4-9be9-23b023a9a55e,FixedDeposit,2023-08-15,Inactive,0.0,0.0,3.0,4.5
44ed2dda-d287-425b-a217-28868d1d2ab1,d8d7fd2a-b7e3-4fe0-9c87-f6ff030f3fab,Savings,2024-04-08,Active,105860.53,0.0,0.0,0.0
eb7096df-4b6a-4089-aa38-5f845430d5f7,d8d7fd2a-b7e3-4fe0-9c87-f6ff030f3fab,Loan,2025-07-12,Active,2155.36,3694.91,12.0,22.0
af414f1e-bbb0-4133-bc05-48e335c005d4,d8d7fd2a-b7e3-4fe0-9c87-f6ff030f3fab,Loan,2025-08-10,Active,18565.13,20252.85,48.0,13.6
a812f216-8d92-4478-9e90-1c4f3aa701be,d8d7fd2a-b7e3-4fe0-9c87-f6ff030f3fab,FixedDeposit,2025-01-16,Active,36409.41,0.0,24.0,4.5
9f9a767b-998e-4dc5-a10a-6b455ea91ca0,68901c7d-2c1a-4c17-b4c4-74a381a4ebcf,Savings,2023-02-28,Active,200843.73,0.0,0.0,0.0
4c8179ab-5413-4841-a138-a290057673bf,68901c7d-2c1a-4c17-b4c4-74a381a4ebcf,FixedDeposit,2025-03-28,Active,69292.65,0.0,36.0,4.2
b6f5c1ec-7779-434b-a23e-d46511eb362d,af645e35-b45e-4ad8-bffd-0e2dea2496f9,Savings,2023-07-02,Active,22923.59,0.0,0.0,0.0
8e5e0636-92ef-47ce-8550-3168686a462b,af645e35-b45e-4ad8-bffd-0e2dea2496f9,Loan,2025-05-25,Active,195140.85,468338.04,12.0,10.5
3639ea7e-effa-4629-8709-d4d01cf914aa,af645e35-b45e-4ad8-bffd-0e2dea2496f9,Loan,2025-08-24,Active,28182.57,33819.09,24.0,17.4
5873c6ae-0b47-4e5d-8492-7d5ea0d61744,036ebc85-d632-4697-b4b9-0ce40c8aa151,Savings,2021-11-12,Active,318388.89,0.0,0.0,0.0
5f576e5f-6368-475f-b9cf-79d72ac7e10e,036ebc85-d632-4697-b4b9-0ce40c8aa151,Loan,2024-08-04,Inactive,0.0,25570.45,12.0,17.6
03ce2934-c623-43a1-9656-6646068bdce6,036ebc85-d632-4697-b4b9-0ce40c8aa151,FixedDeposit,2025-03-13,Active,6924.3,0.0,24.0,4.5
53885615-037e-4109-8f27-c98253ac2f18,036ebc85-d632-4697-b4b9-0ce40c8aa151,FixedDeposit,2025-05-18,Active,1476.81,0.0,36.0,4.2
624bf133-f681-42df-bba2-2e3dfc770071,036ebc85-d632-4697-b4b9-0ce40c8aa151,FixedDeposit,2023-05-16,Inactive,0.0,0.0,3.0,4.5
d7279656-1a25-45a3-aa6f-1a7aa5adcf41,209d490c-f2de-42fb-be19-ff81de15c5a0,Savings,2021-03-13,Active,338017.61,0.0,0.0,0.0
6692ce62-68ab-4f80-9524-61fdc3159ff0,209d490c-f2de-42fb-be19-ff81de15c5a0,FixedDeposit,2022-04-30,Inactive,0.0,0.0,36.0,3.2
aac6d09c-e5cf-45ed-a926-e53b61da59ea,209d490c-f2de-42fb-be19-ff81de15c5a0,FixedDeposit,2022-10-24,Inactive,0.0,0.0,24.0,3.0
3f789579-51a0-40f9-babd-cc2bcf862465,209d490c-f2de-42fb-be19-ff81de15c5a0,FixedDeposit,2025-08-06,Active,34957.21,0.0,12.0,4.8
de6d484b-5eed-4bcc-a534-cf637201f090,33526715-6f38-4560-9cec-2faddb2e18cc,Savings,2025-05-31,Active,42652.74,0.0,0.0,0.0
97ba0cb0-5728-4734-b01c-0abc5a356e3c,33526715-6f38-4560-9cec-2faddb2e18cc,Loan,2025-06-20,Active,33608.42,38409.62,48.0,7.3
e6bcb76d-5b54-4a3f-b7a8-70eb88f0276a,33526715-6f38-4560-9cec-2faddb2e18cc,Loan,2025-10-23,Active,9958.58,10391.56,48.0,17.2
28a6b03c-cbf1-43e7-b109-f04fee7b3654,33526715-6f38-4560-9cec-2faddb2e18cc,FixedDeposit,2025-10-11,Active,8636.16,0.0,24.0,4.5
52e469e7-aa9d-41ec-b791-7c46a365b422,33526715-6f38-4560-9cec-2faddb2e18cc,FixedDeposit,2025-10-20,Active,21547.76,0.0,3.0,4.2
fdb27707-0a18-4bb3-a4f1-706e691da135,33526715-6f38-4560-9cec-2faddb2e18cc,FixedDeposit,2025-10-13,Active,97279.44,0.0,24.0,4.5
a9c48c80-db15-4b27-9272-89380a7b22c4,9a495dba-bde9-44c3-8145-d541ff7f00bb,Savings,2021-06-03,Active,15288.66,0.0,0.0,0.0
1632b68f-2ab3-4fcd-8199-cb8071659bdb,9a495dba-bde9-44c3-8145-d541ff7f00bb,Loan,2023-03-11,Active,30384.67,364616.7,12.0,6.8
bbc8ca45-d953-49df-8f3b-64c9509f9989,9a495dba-bde9-44c3-8145-d541ff7f00bb,FixedDeposit,2021-12-23,Inactive,0.0,0.0,36.0,1.4
69e896ad-4463-4df5-9d4c-28b7f4947f50,9a495dba-bde9-44c3-8145-d541ff7f00bb,FixedDeposit,2023-12-26,Inactive,0.0,0.0,12.0,5.2
1cf86bcf-1626-46c5-a5e5-5d10e63e61af,05d0c6aa-51af-4bef-aa13-51671ef3543b,Savings,2020-09-05,Active,72320.49,0.0,0.0,0.0
285b5464-071e-4872-9fe4-22937741d451,05d0c6aa-51af-4bef-aa13-51671ef3543b,Loan,2022-03-03,Inactive,0.0,14397.27,36.0,12.0
8db0274a-ae66-40cb-966b-607a58aae0b4,aa4cce8c-52c5-4028-a9a2-4e3d09c37945,Savings,2025-11-24,Active,7052.54,0.0,0.0,0.0
1d34dd8d-e5a4-470d-bef6-f4eef3ac53e0,aa4cce8c-52c5-4028-a9a2-4e3d09c37945,FixedDeposit,2025-12-01,Active,78508.2,0.0,6.0,4.5
8d0f86c0-084c-438e-8411-790b50deddb0,8777c81c-9bd2-4286-82e5-80d64b3dea49,Savings,2022-07-30,Active,453900.75,0.0,0.0,0.0
c8ce2167-f2d1-4ce0-b354-09e7951dafe2,8777c81c-9bd2-4286-82e5-80d64b3dea49,FixedDeposit,2022-09-18,Inactive,0.0,0.0,24.0,3.0
f00e5bf5-65fe-41c3-868c-3019d34ef8e1,8777c81c-9bd2-4286-82e5-80d64b3dea49,FixedDeposit,2023-06-17,Inactive,0.0,0.0,24.0,4.8
c79cf6f5-6aba-443e-913f-7fe359482830,8688cdb5-ddea-4a28-a01e-4c72e0a6db18,Savings,2023-08-15,Active,327148.7,0.0,0.0,0.0
ed9aad53-030c-4c49-8508-dca2df5d411c,8688cdb5-ddea-4a28-a01e-4c72e0a6db18,FixedDeposit,2024-01-14,Inactive,0.0,0.0,3.0,4.8
4ba6a6cc-2e31-486d-ba25-086418ab1c00,3a674f7e-a660-4890-ad70-cc6d6243b37f,Savings,2023-02-03,Active,562754.17,0.0,0.0,0.0
dcc94e7a-455a-4380-b8a2-03f2cb153357,9f313a5e-4364-4389-9ae3-aaa68d7b7fd4,Savings,2023-09-03,Active,766651.83,0.0,0.0,0.0
0d632d21-451f-43f0-80e0-017ec7b6a9e5,9f313a5e-4364-4389-9ae3-aaa68d7b7fd4,Loan,2025-09-07,Active,652463.12,695960.66,48.0,13.6
fa49156c-9d3d-4a48-90ef-e00725c58a0d,9f313a5e-4364-4389-9ae3-aaa68d7b7fd4,FixedDeposit,2024-03-26,Inactive,0.0,0.0,6.0,5.1
b899eec9-8e5b-430f-8873-d778c89ef290,9f313a5e-4364-4389-9ae3-aaa68d7b7fd4,FixedDeposit,2025-03-20,Active,68212.12,0.0,36.0,4.2
1351c146-5c7d-4388-a565-36003e3cc1ca,9f313a5e-4364-4389-9ae3-aaa68d7b7fd4,FixedDeposit,2024-10-04,Inactive,0.0,0.0,3.0,4.8
03eae5c7-9bdf-4ada-91a0-70f475d6650c,711d1a09-2c23-47cd-906d-36f21485d178,Savings,2025-11-26,Active,1809.17,0.0,0.0,0.0
f66f3f8e-7eb7-4d4c-a791-9bed908bdb2b,711d1a09-2c23-47cd-906d-36f21485d178,Loan,2025-11-26,Active,32813.26,33369.42,60.0,21.4
1eb5369a-8e15-43c6-992c-6164d5f7aefa,711d1a09-2c23-47cd-906d-36f21485d178,Loan,2025-11-26,Active,36559.62,39883.22,12.0,16.7
e1962a84-d2e0-47f2-9c3f-6e87b34e98a2,711d1a09-2c23-47cd-906d-36f21485d178,FixedDeposit,2025-12-01,Active,97057.88,0.0,12.0,4.8
ef66f48d-4bf6-41ca-b0e2-c4e78024f795,711d1a09-2c23-47cd-906d-36f21485d178,FixedDeposit,2025-11-28,Active,40932.31,0.0,24.0,4.5
a7b3b9ec-9ba1-40dc-b1bc-364caa3728b8,711d1a09-2c23-47cd-906d-36f21485d178,FixedDeposit,2025-11-30,Active,32223.35,0.0,36.0,4.2
63a8ddc7-3ea3-4682-bfcf-146b85fea4f6,851911fa-e90d-4143-8a2d-36c114606f7e,Savings,2023-11-15,Active,289882.89,0.0,0.0,0.0
5c1170fd-2bf8-41e9-a7d0-f26ca0554765,851911fa-e90d-4143-8a2d-36c114606f7e,Loan,2024-09-12,Inactive,0.0,16395.51,12.0,23.2
5a23856b-eb23-497d-9f36-869af171422c,851911fa-e90d-4143-8a2d-36c114606f7e,Loan,2025-09-13,Active,265825.64,354434.18,12.0,8.0
01a0eeb3-31c2-4524-af6c-4f789dad587c,d63d760e-8e35-45a7-8e5e-726780fc90ca,Savings,2025-05-20,Active,72311.1,0.0,0.0,0.0
38c78367-e063-4cd1-b8f1-da398921ea01,d63d760e-8e35-45a7-8e5e-726780fc90ca,FixedDeposit,2025-06-21,Active,48334.18,0.0,12.0,4.8
aa7f4b18-36b2-45c7-a1b4-a10b760dcbf0,d63d760e-8e35-45a7-8e5e-726780fc90ca,FixedDeposit,2025-07-28,Active,2044.52,0.0,36.0,4.2
8a12470c-45a3-4393-8e8d-1ffbbe9b5092,7d4858da-05d8-4db2-9cda-aaef3401ed6f,Savings,2024-07-11,Active,35766.51,0.0,0.0,0.0
